,lat1,lat2,lon1,lon2
2547,49.20812303237415,49.217115838129544,-123.21078256535675,-123.19701703513564
2548,49.20812303237415,49.217115838129544,-123.19701703513564,-123.18325150491454
2549,49.20812303237415,49.217115838129544,-123.18325150491454,-123.16948597469343
2550,49.20812303237415,49.217115838129544,-123.16948597469343,-123.15572044447232
2551,49.20812303237415,49.217115838129544,-123.15572044447232,-123.14195491425122
2552,49.20812303237415,49.217115838129544,-123.14195491425122,-123.12818938403011
2553,49.20812303237415,49.217115838129544,-123.12818938403011,-123.114423853809
2554,49.20812303237415,49.217115838129544,-123.114423853809,-123.1006583235879
2555,49.20812303237415,49.217115838129544,-123.1006583235879,-123.08689279336679
2556,49.20812303237415,49.217115838129544,-123.08689279336679,-123.07312726314568
2557,49.20812303237415,49.217115838129544,-123.07312726314568,-123.05936173292457
2558,49.20812303237415,49.217115838129544,-123.05936173292457,-123.04559620270346
2559,49.20812303237415,49.217115838129544,-123.04559620270346,-123.03183067248236
2560,49.20812303237415,49.217115838129544,-123.03183067248236,-123.01806514226125
2561,49.20812303237415,49.217115838129544,-123.01806514226125,-123.00429961204014
2562,49.20812303237415,49.217115838129544,-123.00429961204014,-122.99053408181904
2563,49.20812303237415,49.217115838129544,-122.99053408181904,-122.97676855159793
2564,49.20812303237415,49.217115838129544,-122.97676855159793,-122.96300302137682
2565,49.20812303237415,49.217115838129544,-122.96300302137682,-122.94923749115571
2566,49.20812303237415,49.217115838129544,-122.94923749115571,-122.9354719609346
2567,49.20812303237415,49.217115838129544,-122.9354719609346,-122.9217064307135
2568,49.20812303237415,49.217115838129544,-122.9217064307135,-122.90794090049239
2569,49.20812303237415,49.217115838129544,-122.90794090049239,-122.89417537027128
2570,49.20812303237415,49.217115838129544,-122.89417537027128,-122.88040984005018
2571,49.20812303237415,49.217115838129544,-122.88040984005018,-122.86664430982907
2572,49.20812303237415,49.217115838129544,-122.86664430982907,-122.85287877960796
2573,49.20812303237415,49.217115838129544,-122.85287877960796,-122.83911324938686
2574,49.20812303237415,49.217115838129544,-122.83911324938686,-122.82534771916575
2575,49.20812303237415,49.217115838129544,-122.82534771916575,-122.81158218894464
2576,49.20812303237415,49.217115838129544,-122.81158218894464,-122.79781665872353
2577,49.20812303237415,49.217115838129544,-122.79781665872353,-122.78405112850243
2578,49.20812303237415,49.217115838129544,-122.78405112850243,-122.77028559828132
2579,49.20812303237415,49.217115838129544,-122.77028559828132,-122.75652006806021
2580,49.20812303237415,49.217115838129544,-122.75652006806021,-122.7427545378391
2581,49.20812303237415,49.217115838129544,-122.7427545378391,-122.728989007618
2582,49.20812303237415,49.217115838129544,-122.728989007618,-122.71522347739689
2583,49.20812303237415,49.217115838129544,-122.71522347739689,-122.70145794717578
2584,49.20812303237415,49.217115838129544,-122.70145794717578,-122.68769241695468
2585,49.20812303237415,49.217115838129544,-122.68769241695468,-122.67392688673357
2586,49.20812303237415,49.217115838129544,-122.67392688673357,-122.66016135651246
2587,49.20812303237415,49.217115838129544,-122.66016135651246,-122.64639582629135
2588,49.20812303237415,49.217115838129544,-122.64639582629135,-122.63263029607025
2589,49.20812303237415,49.217115838129544,-122.63263029607025,-122.61886476584914
2590,49.20812303237415,49.217115838129544,-122.61886476584914,-122.60509923562803
2591,49.20812303237415,49.217115838129544,-122.60509923562803,-122.59133370540692
2592,49.20812303237415,49.217115838129544,-122.59133370540692,-122.57756817518582
2593,49.20812303237415,49.217115838129544,-122.57756817518582,-122.56380264496471
2594,49.20812303237415,49.217115838129544,-122.56380264496471,-122.5500371147436
2595,49.20812303237415,49.217115838129544,-122.5500371147436,-122.5362715845225
2596,49.20812303237415,49.217115838129544,-122.5362715845225,-122.52250605430139
2597,49.20812303237415,49.217115838129544,-122.52250605430139,-122.50874052408028
2598,49.20812303237415,49.217115838129544,-122.50874052408028,-122.49497499385917
2599,49.20812303237415,49.217115838129544,-122.49497499385917,-122.48120946363807
2600,49.20812303237415,49.217115838129544,-122.48120946363807,-122.46744393341696
2601,49.20812303237415,49.217115838129544,-122.46744393341696,-122.45367840319585
2602,49.20812303237415,49.217115838129544,-122.45367840319585,-122.43991287297474
2603,49.20812303237415,49.217115838129544,-122.43991287297474,-122.42614734275364
2604,49.20812303237415,49.217115838129544,-122.42614734275364,-122.41238181253253
2605,49.20812303237415,49.217115838129544,-122.41238181253253,-122.39861628231142
2606,49.20812303237415,49.217115838129544,-122.39861628231142,-122.38485075209032
2607,49.20812303237415,49.217115838129544,-122.38485075209032,-122.37108522186921
2608,49.20812303237415,49.217115838129544,-122.37108522186921,-122.3573196916481
2609,49.20812303237415,49.217115838129544,-122.3573196916481,-122.343554161427
2610,49.20812303237415,49.217115838129544,-122.343554161427,-122.32978863120589
2611,49.20812303237415,49.217115838129544,-122.32978863120589,-122.31602310098478
2612,49.20812303237415,49.217115838129544,-122.31602310098478,-122.30225757076367
2613,49.20812303237415,49.217115838129544,-122.30225757076367,-122.28849204054256
2614,49.20812303237415,49.217115838129544,-122.28849204054256,-122.27472651032146
2615,49.20812303237415,49.217115838129544,-122.27472651032146,-122.26096098010035
2616,49.20812303237415,49.217115838129544,-122.26096098010035,-122.24719544987924
2617,49.20812303237415,49.217115838129544,-122.24719544987924,-122.23342991965814
2618,49.20812303237415,49.217115838129544,-122.23342991965814,-122.21966438943703
2619,49.20812303237415,49.217115838129544,-122.21966438943703,-122.20589885921592
2620,49.20812303237415,49.217115838129544,-122.20589885921592,-122.19213332899481
2621,49.20812303237415,49.217115838129544,-122.19213332899481,-122.1783677987737
2622,49.20812303237415,49.217115838129544,-122.1783677987737,-122.1646022685526
2623,49.20812303237415,49.217115838129544,-122.1646022685526,-122.15083673833149
2624,49.20812303237415,49.217115838129544,-122.15083673833149,-122.13707120811038
2625,49.20812303237415,49.217115838129544,-122.13707120811038,-122.12330567788928
2626,49.20812303237415,49.217115838129544,-122.12330567788928,-122.10954014766817
2627,49.20812303237415,49.217115838129544,-122.10954014766817,-122.09577461744706
2628,49.20812303237415,49.217115838129544,-122.09577461744706,-122.08200908722596
2629,49.20812303237415,49.217115838129544,-122.08200908722596,-122.06824355700485
2630,49.20812303237415,49.217115838129544,-122.06824355700485,-122.05447802678374
2631,49.20812303237415,49.217115838129544,-122.05447802678374,-122.04071249656263
2632,49.20812303237415,49.217115838129544,-122.04071249656263,-122.02694696634153
2633,49.20812303237415,49.217115838129544,-122.02694696634153,-122.01318143612042
2634,49.20812303237415,49.217115838129544,-122.01318143612042,-121.99941590589931
2635,49.217115838129544,49.22610864388494,-123.4998587,-123.48609066540807
2636,49.217115838129544,49.22610864388494,-123.48609066540807,-123.47232263081614
2637,49.217115838129544,49.22610864388494,-123.47232263081614,-123.4585545962242
2638,49.217115838129544,49.22610864388494,-123.4585545962242,-123.44478656163227
2639,49.217115838129544,49.22610864388494,-123.44478656163227,-123.43101852704034
2640,49.217115838129544,49.22610864388494,-123.43101852704034,-123.4172504924484
2641,49.217115838129544,49.22610864388494,-123.4172504924484,-123.40348245785647
2642,49.217115838129544,49.22610864388494,-123.40348245785647,-123.38971442326454
2643,49.217115838129544,49.22610864388494,-123.38971442326454,-123.3759463886726
2644,49.217115838129544,49.22610864388494,-123.3759463886726,-123.36217835408067
2645,49.217115838129544,49.22610864388494,-123.36217835408067,-123.34841031948874
2646,49.217115838129544,49.22610864388494,-123.34841031948874,-123.3346422848968
2647,49.217115838129544,49.22610864388494,-123.3346422848968,-123.32087425030487
2648,49.217115838129544,49.22610864388494,-123.32087425030487,-123.30710621571293
2649,49.217115838129544,49.22610864388494,-123.30710621571293,-123.293338181121
2650,49.217115838129544,49.22610864388494,-123.293338181121,-123.27957014652907
2651,49.217115838129544,49.22610864388494,-123.27957014652907,-123.26580211193713
2652,49.217115838129544,49.22610864388494,-123.26580211193713,-123.2520340773452
2653,49.217115838129544,49.22610864388494,-123.2520340773452,-123.23826604275327
2654,49.217115838129544,49.22610864388494,-123.23826604275327,-123.22449800816133
2655,49.217115838129544,49.22610864388494,-123.22449800816133,-123.2107299735694
2656,49.217115838129544,49.22610864388494,-123.2107299735694,-123.19696193897747
2657,49.217115838129544,49.22610864388494,-123.19696193897747,-123.18319390438553
2658,49.217115838129544,49.22610864388494,-123.18319390438553,-123.1694258697936
2659,49.217115838129544,49.22610864388494,-123.1694258697936,-123.15565783520167
2660,49.217115838129544,49.22610864388494,-123.15565783520167,-123.14188980060973
2661,49.217115838129544,49.22610864388494,-123.14188980060973,-123.1281217660178
2662,49.217115838129544,49.22610864388494,-123.1281217660178,-123.11435373142587
2663,49.217115838129544,49.22610864388494,-123.11435373142587,-123.10058569683393
2664,49.217115838129544,49.22610864388494,-123.10058569683393,-123.086817662242
2665,49.217115838129544,49.22610864388494,-123.086817662242,-123.07304962765006
2666,49.217115838129544,49.22610864388494,-123.07304962765006,-123.05928159305813
2667,49.217115838129544,49.22610864388494,-123.05928159305813,-123.0455135584662
2668,49.217115838129544,49.22610864388494,-123.0455135584662,-123.03174552387426
2669,49.217115838129544,49.22610864388494,-123.03174552387426,-123.01797748928233
2670,49.217115838129544,49.22610864388494,-123.01797748928233,-123.0042094546904
2671,49.217115838129544,49.22610864388494,-123.0042094546904,-122.99044142009846
2672,49.217115838129544,49.22610864388494,-122.99044142009846,-122.97667338550653
2673,49.217115838129544,49.22610864388494,-122.97667338550653,-122.9629053509146
2674,49.217115838129544,49.22610864388494,-122.9629053509146,-122.94913731632266
2675,49.217115838129544,49.22610864388494,-122.94913731632266,-122.93536928173073
2676,49.217115838129544,49.22610864388494,-122.93536928173073,-122.9216012471388
2677,49.217115838129544,49.22610864388494,-122.9216012471388,-122.90783321254686
2678,49.217115838129544,49.22610864388494,-122.90783321254686,-122.89406517795493
2679,49.217115838129544,49.22610864388494,-122.89406517795493,-122.880297143363
2680,49.217115838129544,49.22610864388494,-122.880297143363,-122.86652910877106
2681,49.217115838129544,49.22610864388494,-122.86652910877106,-122.85276107417913
2682,49.217115838129544,49.22610864388494,-122.85276107417913,-122.8389930395872
2683,49.217115838129544,49.22610864388494,-122.8389930395872,-122.82522500499526
2684,49.217115838129544,49.22610864388494,-122.82522500499526,-122.81145697040333
2685,49.217115838129544,49.22610864388494,-122.81145697040333,-122.7976889358114
2686,49.217115838129544,49.22610864388494,-122.7976889358114,-122.78392090121946
2687,49.217115838129544,49.22610864388494,-122.78392090121946,-122.77015286662753
2688,49.217115838129544,49.22610864388494,-122.77015286662753,-122.7563848320356
2689,49.217115838129544,49.22610864388494,-122.7563848320356,-122.74261679744366
2690,49.217115838129544,49.22610864388494,-122.74261679744366,-122.72884876285173
2691,49.217115838129544,49.22610864388494,-122.72884876285173,-122.71508072825979
